pilota,classe,team,posizioneCalendario,anno,numeroDiGara,tipoIscrizione,risultato,costruttore,modello
000017,MotoGP,Prima Pramac Racing,6,2022,89,Titolare,0000141,001,Desmosedici GP22
000017,MotoGP,Prima Pramac Racing,7,2022,89,Titolare,0000164,001,Desmosedici GP22
000017,MotoGP,Prima Pramac Racing,8,2022,89,Titolare,0000181,001,Desmosedici GP22
000017,MotoGP,Prima Pramac Racing,9,2022,89,Titolare,0000196,001,Desmosedici GP22
000017,MotoGP,Prima Pramac Racing,10,2022,89,Titolare,0000225,001,Desmosedici GP22
000017,MotoGP,Prima Pramac Racing,11,2022,89,Titolare,0000249,001,Desmosedici GP22
000018,MotoGP,Pramac Racing,1,2021,5,Titolare,0000912,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,2,2021,5,Titolare,0000990,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,3,2021,5,Titolare,0001083,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,4,2021,5,Titolare,0001153,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,5,2021,5,Titolare,0001228,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,6,2021,5,Titolare,0001311,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,7,2021,5,Titolare,0001388,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,8,2021,5,Titolare,0001474,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,9,2021,5,Titolare,0001548,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,10,2021,5,Titolare,0001628,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,11,2021,5,Titolare,0001718,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,12,2021,5,Titolare,0001786,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,13,2021,5,Titolare,0001869,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,14,2021,5,Titolare,0001946,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,15,2021,5,Titolare,0002037,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,16,2021,5,Titolare,0002097,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,17,2021,5,Titolare,0002177,001,Desmosedici GP21
000018,MotoGP,Pramac Racing,18,2021,5,Titolare,0002258,001,Desmosedici GP21
000018,MotoGP,Prima Pramac Racing,1,2022,5,Titolare,0000008,001,Desmosedici GP22
000018,MotoGP,Prima Pramac Racing,2,2022,5,Titolare,0000027,001,Desmosedici GP22
000018,MotoGP,Prima Pramac Racing,3,2022,5,Titolare,0000071,001,Desmosedici GP22
000018,MotoGP,Prima Pramac Racing,4,2022,5,Titolare,0000080,001,Desmosedici GP22
000018,MotoGP,Prima Pramac Racing,5,2022,5,Titolare,0000097,001,Desmosedici GP22
000018,MotoGP,Prima Pramac Racing,6,2022,5,Titolare,0000143,001,Desmosedici GP22
000018,MotoGP,Prima Pramac Racing,7,2022,5,Titolare,0000149,001,Desmosedici GP22
000018,MotoGP,Prima Pramac Racing,8,2022,5,Titolare,0000172,001,Desmosedici GP22
000018,MotoGP,Prima Pramac Racing,9,2022,5,Titolare,0000197,001,Desmosedici GP22
000018,MotoGP,Prima Pramac Racing,10,2022,5,Titolare,0000221,001,Desmosedici GP22
000018,MotoGP,Prima Pramac Racing,11,2022,5,Titolare,0000255,001,Desmosedici GP22
000019,MotoGP,Monster Energy Yamaha MotoGP,1,2021,20,Titolare,0000915,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,1,2022,20,Titolare,0000009,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,2,2021,20,Titolare,0000989,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,2,2022,20,Titolare,0000026,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,3,2021,20,Titolare,0001067,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,3,2022,20,Titolare,0000055,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,4,2021,20,Titolare,0001158,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,4,2022,20,Titolare,0000078,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,5,2021,20,Titolare,0001229,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,5,2022,20,Titolare,0000096,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,6,2021,20,Titolare,0001308,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,6,2022,20,Titolare,0000121,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,7,2021,20,Titolare,0001392,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,7,2022,20,Titolare,0000148,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,8,2021,20,Titolare,0001469,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,8,2022,20,Titolare,0000170,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,9,2021,20,Titolare,0001545,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,9,2022,20,Titolare,0000195,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,10,2021,20,Titolare,0001625,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,10,2022,20,Titolare,0000220,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,11,2021,20,Titolare,0001706,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,11,2022,20,Titolare,0000264,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,12,2021,20,Titolare,0001776,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,13,2021,20,Titolare,0001860,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,14,2021,20,Titolare,0001936,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,15,2021,20,Titolare,0002018,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,16,2021,20,Titolare,0002096,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,17,2021,20,Titolare,0002192,003,YZR-M1
000019,MotoGP,Monster Energy Yamaha MotoGP,18,2021,20,Titolare,0002257,003,YZR-M1
000020,MotoGP,Ducati Lenovo Team,1,2021,63,Titolare,0000913,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,1,2022,63,Titolare,0000020,001,Desmosedici GP22
000020,MotoGP,Ducati Lenovo Team,2,2021,63,Titolare,0000994,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,2,2022,63,Titolare,0000039,001,Desmosedici GP22
000020,MotoGP,Ducati Lenovo Team,3,2021,63,Titolare,0001068,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,3,2022,63,Titolare,0000052,001,Desmosedici GP22
000020,MotoGP,Ducati Lenovo Team,4,2021,63,Titolare,0001147,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,4,2022,63,Titolare,0000076,001,Desmosedici GP22
000020,MotoGP,Ducati Lenovo Team,5,2021,63,Titolare,0001230,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,5,2022,63,Titolare,0000103,001,Desmosedici GP22
000020,MotoGP,Ducati Lenovo Team,6,2021,63,Titolare,0001327,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,6,2022,63,Titolare,0000120,001,Desmosedici GP22
000020,MotoGP,Ducati Lenovo Team,7,2021,63,Titolare,0001393,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,7,2022,63,Titolare,0000163,001,Desmosedici GP22
000020,MotoGP,Ducati Lenovo Team,8,2021,63,Titolare,0001471,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,8,2022,63,Titolare,0000169,001,Desmosedici GP22
000020,MotoGP,Ducati Lenovo Team,9,2021,63,Titolare,0001550,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,9,2022,63,Titolare,0000216,001,Desmosedici GP22
000020,MotoGP,Ducati Lenovo Team,10,2021,63,Titolare,0001633,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,10,2022,63,Titolare,0000241,001,Desmosedici GP22
000020,MotoGP,Ducati Lenovo Team,11,2021,63,Titolare,0001701,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,11,2022,63,Titolare,0000243,001,Desmosedici GP22
000020,MotoGP,Ducati Lenovo Team,12,2021,63,Titolare,0001789,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,12,2022,63,Titolare,,001,Desmosedici GP22
000020,MotoGP,Ducati Lenovo Team,13,2021,63,Titolare,0001853,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,14,2021,63,Titolare,0001935,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,15,2021,63,Titolare,0002019,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,16,2021,63,Titolare,0002108,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,17,2021,63,Titolare,0002173,001,Desmosedici GP21
000020,MotoGP,Ducati Lenovo Team,18,2021,63,Titolare,0002253,001,Desmosedici GP21
000021,MotoGP,Monster Energy Yamaha MotoGP,1,2022,21,Titolare,0000011,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,2,2022,21,Titolare,0000031,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,3,2022,21,Titolare,0000070,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,4,2022,21,Titolare,0000087,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,5,2022,21,Titolare,0000108,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,6,2022,21,Titolare,0000134,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,7,2022,21,Titolare,0000159,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,8,2022,21,Titolare,0000185,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,9,2022,21,Titolare,0000207,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,10,2022,21,Titolare,0000232,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,11,2022,21,Titolare,0000266,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,14,2021,21,Titolare,0001952,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,15,2021,21,Titolare,0002035,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,16,2021,21,Titolare,0002106,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,17,2021,21,Titolare,0002189,003,YZR-M1
000021,MotoGP,Monster Energy Yamaha MotoGP,18,2021,21,Titolare,0002263,003,YZR-M1
000021,MotoGP,Petronas Sprinta Racing,1,2021,21,Titolare,0000928,003,YZR-M1
000021,MotoGP,Petronas Sprinta Racing,2,2021,21,Titolare,0001000,003,YZR-M1
000021,MotoGP,Petronas Sprinta Racing,3,2021,21,Titolare,0001070,003,YZR-M1
000021,MotoGP,Petronas Sprinta Racing,4,2021,21,Titolare,0001148,003,YZR-M1
000021,MotoGP,Petronas Sprinta Racing,5,2021,21,Titolare,0001242,003,YZR-M1
000021,MotoGP,Petronas Sprinta Racing,6,2021,21,Titolare,0001323,003,YZR-M1
000021,MotoGP,Petronas Sprinta Racing,7,2021,21,Titolare,0001395,003,YZR-M1
000021,MotoGP,Petronas Sprinta Racing,8,2021,21,Titolare,0001484,003,YZR-M1
000022,MotoGP,Aprilia Racing,5,2022,32,Wildcard,0000113,006,RS-GP
000022,MotoGP,Aprilia Racing,6,2022,32,Wildcard,0000140,006,RS-GP
000022,MotoGP,Aprilia Racing,8,2022,32,Wildcard,0000190,006,RS-GP
000022,MotoGP,Aprilia Racing,11,2022,32,Wildcard,0000262,006,RS-GP
000022,MotoGP,Team Gresini,1,2021,32,Titolare,0000929,006,RS-GP
000022,MotoGP,Team Gresini,2,2021,32,Titolare,0001008,006,RS-GP
000022,MotoGP,Team Gresini,3,2021,32,Titolare,0001080,006,RS-GP
000022,MotoGP,Team Gresini,4,2021,32,Titolare,0001164,006,RS-GP
000022,MotoGP,Team Gresini,5,2021,32,Titolare,0001247,006,RS-GP
000022,MotoGP,Team Gresini,6,2021,32,Titolare,0001322,006,RS-GP
000022,MotoGP,Team Gresini,7,2021,32,Titolare,0001401,006,RS-GP
000022,MotoGP,Team Gresini,8,2021,32,Titolare,0001486,006,RS-GP
000022,MotoGP,Team Gresini,9,2021,32,Titolare,0001560,006,RS-GP
000022,MotoGP,Team Gresini,10,2021,32,Titolare,,006,RS-GP
000022,MotoGP,Team Gresini,12,2021,32,Titolare,,006,RS-GP
000022,MotoGP,Team Gresini,16,2021,32,Wildcard,,006,RS-GP
000023,Moto2,Red Bull KTM Ajo,1,2021,87,Titolare,0000934,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,2,2021,87,Titolare,0001012,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,3,2021,87,Titolare,0001090,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,4,2021,87,Titolare,0001172,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,5,2021,87,Titolare,0001250,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,6,2021,87,Titolare,0001330,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,7,2021,87,Titolare,0001408,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,8,2021,87,Titolare,0001489,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,9,2021,87,Titolare,0001568,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,10,2021,87,Titolare,0001648,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,11,2021,87,Titolare,0001726,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,12,2021,87,Titolare,0001797,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,13,2021,87,Titolare,0001876,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,14,2021,87,Titolare,0001960,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,15,2021,87,Titolare,0002065,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,16,2021,87,Titolare,0002122,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,17,2021,87,Titolare,0002195,011,Kalex Moto2
000023,Moto2,Red Bull KTM Ajo,18,2021,87,Titolare,0002282,011,Kalex Moto2
000023,MotoGP,Tech3 KTM Factory Racing,1,2022,87,Titolare,0000015,005,RC16
000023,MotoGP,Tech3 KTM Factory Racing,2,2022,87,Titolare,0000045,005,RC16
000023,MotoGP,Tech3 KTM Factory Racing,3,2022,87,Titolare,0000064,005,RC16
000023,MotoGP,Tech3 KTM Factory Racing,4,2022,87,Titolare,0000091,005,RC16
000023,MotoGP,Tech3 KTM Factory Racing,5,2022,87,Titolare,0000109,005,RC16
000023,MotoGP,Tech3 KTM Factory Racing,6,2022,87,Titolare,0000139,005,RC16
000023,MotoGP,Tech3 KTM Factory Racing,7,2022,87,Titolare,0000168,005,RC16
000023,MotoGP,Tech3 KTM Factory Racing,8,2022,87,Titolare,0000187,005,RC16
000023,MotoGP,Tech3 KTM Factory Racing,9,2022,87,Titolare,0000205,005,RC16
000023,MotoGP,Tech3 KTM Factory Racing,10,2022,87,Titolare,0000234,005,RC16
000023,MotoGP,Tech3 KTM Factory Racing,11,2022,87,Titolare,0000261,005,RC16
000024,Moto3,Petronas Sprinta Racing,1,2021,40,Titolare,0000963,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,2,2021,40,Titolare,0001040,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,3,2021,40,Titolare,0001137,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,4,2021,40,Titolare,0001220,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,5,2021,40,Titolare,0001299,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,6,2021,40,Titolare,0001363,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,7,2021,40,Titolare,0001444,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,8,2021,40,Titolare,0001532,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,9,2021,40,Titolare,0001602,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,10,2021,40,Titolare,0001680,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,11,2021,40,Titolare,0001758,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,12,2021,40,Titolare,0001832,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,13,2021,40,Titolare,0001913,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,14,2021,40,Titolare,0001994,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,15,2021,40,Titolare,0002073,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,16,2021,40,Titolare,0002148,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,17,2021,40,Titolare,0002252,002,NSF250RW
000024,Moto3,Petronas Sprinta Racing,18,2021,40,Titolare,0002326,002,NSF250RW
000024,MotoGP,WithU Yamaha RNF MotoGP Team,1,2022,40,Titolare,0000016,003,YZR-M1
000024,MotoGP,WithU Yamaha RNF MotoGP Team,2,2022,40,Titolare,0000034,003,YZR-M1
000024,MotoGP,WithU Yamaha RNF MotoGP Team,3,2022,40,Titolare,0000065,003,YZR-M1
000024,MotoGP,WithU Yamaha RNF MotoGP Team,4,2022,40,Titolare,0000093,003,YZR-M1
000024,MotoGP,WithU Yamaha RNF MotoGP Team,5,2022,40,Titolare,0000112,003,YZR-M1
000024,MotoGP,WithU Yamaha RNF MotoGP Team,6,2022,40,Titolare,0000144,003,YZR-M1
000024,MotoGP,WithU Yamaha RNF MotoGP Team,7,2022,40,Titolare,0000161,003,YZR-M1
000024,MotoGP,WithU Yamaha RNF MotoGP Team,8,2022,40,Titolare,0000184,003,YZR-M1
000024,MotoGP,WithU Yamaha RNF MotoGP Team,9,2022,40,Titolare,0000206,003,YZR-M1
000024,MotoGP,WithU Yamaha RNF MotoGP Team,10,2022,40,Titolare,0000240,003,YZR-M1
000024,MotoGP,WithU Yamaha RNF MotoGP Team,11,2022,40,Titolare,0000265,003,YZR-M1
000025,Moto2,Red Bull KTM Ajo,1,2021,25,Titolare,0000937,011,Kalex Moto2
000025,Moto2,Red Bull KTM Ajo,2,2021,25,Titolare,0001013,011,Kalex Moto2
000025,Moto2,Red Bull KTM Ajo,3,2021,25,Titolare,0001088,011,Kalex Moto2
000025,Moto2,Red Bull KTM Ajo,4,2021,25,Titolare,0001173,011,Kalex Moto2
