pilota,classe,team,posizioneCalendario,anno,numeroDiGara,tipoIscrizione,risultato,costruttore,modello
000088,Moto3,Boé Owlride,6,2021,82,Titolare,0001372,005,RC250GP
000088,Moto3,Boé Owlride,7,2021,82,Titolare,0001449,005,RC250GP
000088,Moto3,Boé Owlride,8,2021,82,Titolare,0001537,005,RC250GP
000088,Moto3,Boé Owlride,9,2021,82,Titolare,0001606,005,RC250GP
000088,Moto3,Boé Owlride,10,2021,82,Titolare,0001693,005,RC250GP
000088,Moto3,Boé Owlride,11,2021,82,Titolare,0001762,005,RC250GP
000088,Moto3,Boé Owlride,12,2021,82,Titolare,0001842,005,RC250GP
000088,Moto3,Boé Owlride,13,2021,82,Titolare,0001914,005,RC250GP
000088,Moto3,Boé Owlride,14,2021,82,Titolare,0001997,005,RC250GP
000088,Moto3,Boé Owlride,15,2021,82,Titolare,0002077,005,RC250GP
000088,Moto3,Boé Owlride,16,2021,82,Titolare,0002149,005,RC250GP
000088,Moto3,Boé Owlride,17,2021,82,Titolare,0002241,005,RC250GP
000088,Moto3,Boé Owlride,18,2021,82,Titolare,0002309,005,RC250GP
000089,Moto3,Boé SKX,1,2022,22,Titolare,0000430,005,RC250GP
000089,Moto3,Boé SKX,2,2022,22,Titolare,0000401,005,RC250GP
000089,Moto3,Boé SKX,3,2022,22,Titolare,0000382,005,RC250GP
000089,Moto3,Boé SKX,4,2022,22,Titolare,0000491,005,RC250GP
000089,Moto3,Boé SKX,5,2022,22,Titolare,0000555,005,RC250GP
000089,Moto3,Boé SKX,6,2022,22,Titolare,0000610,005,RC250GP
000089,Moto3,Boé SKX,7,2022,22,Titolare,0000671,005,RC250GP
000089,Moto3,Boé SKX,8,2022,22,Titolare,0000725,005,RC250GP
000089,Moto3,Boé SKX,9,2022,22,Titolare,0000784,005,RC250GP
000089,Moto3,Boé SKX,10,2022,22,Titolare,0000844,005,RC250GP
000089,Moto3,Boé SKX,11,2022,22,Titolare,0000902,005,RC250GP
000090,Moto3,Boé SKX,8,2022,44,Titolare,0000714,005,RC250GP
000090,Moto3,Boé SKX,9,2022,44,Titolare,0000764,005,RC250GP
000090,Moto3,Boé SKX,10,2022,44,Titolare,0000831,005,RC250GP
000090,Moto3,Boé SKX,11,2022,44,Titolare,0000904,005,RC250GP
000091,Moto3,Boé SKX,1,2022,87,Sostituto,0000431,005,RC250GP
000091,Moto3,Boé SKX,2,2022,87,Sostituto,0000403,005,RC250GP
000091,Moto3,Boé SKX,3,2022,87,Sostituto,0000375,005,RC250GP
000091,Moto3,Boé SKX,4,2022,87,Sostituto,0000488,005,RC250GP
000091,Moto3,Boé SKX,5,2022,87,Sostituto,0000550,005,RC250GP
000091,Moto3,Boé SKX,6,2022,87,Sostituto,0000607,005,RC250GP
000091,Moto3,Boé SKX,7,2022,87,Sostituto,0000668,005,RC250GP
000092,Moto3,CIP Green Power,1,2021,27,Titolare,0000969,005,RC250GP
000092,Moto3,CIP Green Power,1,2022,27,Titolare,0000413,005,RC250GP
000092,Moto3,CIP Green Power,2,2021,27,Titolare,0001043,005,RC250GP
000092,Moto3,CIP Green Power,2,2022,27,Titolare,0000394,005,RC250GP
000092,Moto3,CIP Green Power,3,2021,27,Titolare,0001142,005,RC250GP
000092,Moto3,CIP Green Power,3,2022,27,Titolare,0000362,005,RC250GP
000092,Moto3,CIP Green Power,4,2021,27,Titolare,0001214,005,RC250GP
000092,Moto3,CIP Green Power,4,2022,27,Titolare,0000493,005,RC250GP
000092,Moto3,CIP Green Power,5,2021,27,Titolare,0001300,005,RC250GP
000092,Moto3,CIP Green Power,5,2022,27,Titolare,0000544,005,RC250GP
000092,Moto3,CIP Green Power,6,2021,27,Titolare,0001370,005,RC250GP
000092,Moto3,CIP Green Power,6,2022,27,Titolare,0000594,005,RC250GP
000092,Moto3,CIP Green Power,7,2021,27,Titolare,0001448,005,RC250GP
000092,Moto3,CIP Green Power,7,2022,27,Titolare,0000659,005,RC250GP
000092,Moto3,CIP Green Power,8,2021,27,Titolare,0001520,005,RC250GP
000092,Moto3,CIP Green Power,8,2022,27,Titolare,0000719,005,RC250GP
000092,Moto3,CIP Green Power,9,2021,27,Titolare,0001608,005,RC250GP
000092,Moto3,CIP Green Power,9,2022,27,Titolare,0000777,005,RC250GP
000092,Moto3,CIP Green Power,10,2021,27,Titolare,0001686,005,RC250GP
000092,Moto3,CIP Green Power,10,2022,27,Titolare,0000842,005,RC250GP
000092,Moto3,CIP Green Power,11,2021,27,Titolare,0001759,005,RC250GP
000092,Moto3,CIP Green Power,11,2022,27,Titolare,0000890,005,RC250GP
000092,Moto3,CIP Green Power,12,2021,27,Titolare,0001852,005,RC250GP
000092,Moto3,CIP Green Power,13,2021,27,Titolare,0001922,005,RC250GP
000092,Moto3,CIP Green Power,14,2021,27,Titolare,0002002,005,RC250GP
000092,Moto3,CIP Green Power,15,2021,27,Titolare,0002089,005,RC250GP
000092,Moto3,CIP Green Power,16,2021,27,Titolare,0002161,005,RC250GP
000092,Moto3,CIP Green Power,17,2021,27,Titolare,0002248,005,RC250GP
000092,Moto3,CIP Green Power,18,2021,27,Titolare,0002305,005,RC250GP
000093,Moto3,CIP Green Power,1,2022,66,Titolare,0000425,005,RC250GP
000093,Moto3,CIP Green Power,2,2022,66,Titolare,0000400,005,RC250GP
000093,Moto3,CIP Green Power,3,2022,66,Titolare,0000363,005,RC250GP
000093,Moto3,CIP Green Power,4,2022,66,Titolare,0000486,005,RC250GP
000093,Moto3,CIP Green Power,5,2022,66,Titolare,0000536,005,RC250GP
000093,Moto3,CIP Green Power,6,2022,66,Titolare,0000615,005,RC250GP
000093,Moto3,CIP Green Power,7,2022,66,Titolare,,005,RC250GP
000093,Moto3,CIP Green Power,8,2021,66,Sostituto,0001535,005,RC250GP
000093,Moto3,CIP Green Power,8,2022,66,Titolare,0000715,005,RC250GP
000093,Moto3,CIP Green Power,9,2021,66,Sostituto,0001617,005,RC250GP
000093,Moto3,CIP Green Power,9,2022,66,Titolare,0000774,005,RC250GP
000093,Moto3,CIP Green Power,10,2022,66,Titolare,0000849,005,RC250GP
000093,Moto3,CIP Green Power,11,2022,66,Titolare,0000907,005,RC250GP
000093,Moto3,CIP Green Power,17,2021,66,Sostituto,0002239,005,RC250GP
000093,Moto3,CIP Green Power,18,2021,66,Sostituto,0002316,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,1,2021,6,Titolare,0000974,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,2,2021,6,Titolare,0001046,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,3,2021,6,Titolare,0001127,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,4,2021,6,Titolare,0001208,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,5,2021,6,Titolare,0001291,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,6,2021,6,Titolare,,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,7,2021,6,Titolare,0001453,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,8,2021,6,Titolare,0001536,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,9,2021,6,Titolare,0001612,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,10,2021,6,Titolare,0001681,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,11,2021,6,Titolare,,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,12,2021,6,Titolare,0001848,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,13,2021,6,Titolare,0001917,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,14,2021,6,Titolare,0002005,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,15,2021,6,Titolare,0002088,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,16,2021,6,Titolare,0002155,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,17,2021,6,Titolare,0002246,005,RC250GP
000094,Moto3,CarXpert Prüstel GP,18,2021,6,Titolare,0002323,005,RC250GP
000094,Moto3,MT Helmets – MSI,1,2022,6,Titolare,0000419,005,RC250GP
000094,Moto3,MT Helmets – MSI,2,2022,6,Titolare,0000393,005,RC250GP
000094,Moto3,MT Helmets – MSI,3,2022,6,Titolare,0000365,005,RC250GP
000094,Moto3,MT Helmets – MSI,4,2022,6,Titolare,0000485,005,RC250GP
000094,Moto3,MT Helmets – MSI,5,2022,6,Titolare,0000548,005,RC250GP
000094,Moto3,MT Helmets – MSI,6,2022,6,Titolare,0000595,005,RC250GP
000094,Moto3,MT Helmets – MSI,7,2022,6,Titolare,0000652,005,RC250GP
000094,Moto3,MT Helmets – MSI,8,2022,6,Titolare,0000708,005,RC250GP
000094,Moto3,MT Helmets – MSI,9,2022,6,Titolare,0000783,005,RC250GP
000094,Moto3,MT Helmets – MSI,10,2022,6,Titolare,0000848,005,RC250GP
000094,Moto3,MT Helmets – MSI,11,2022,6,Titolare,0000888,005,RC250GP
000095,Moto3,MT Helmets – MSI,1,2022,10,Titolare,0000416,005,RC250GP
000095,Moto3,MT Helmets – MSI,2,2022,10,Titolare,0000409,005,RC250GP
000095,Moto3,MT Helmets – MSI,3,2022,10,Titolare,0000359,005,RC250GP
000095,Moto3,MT Helmets – MSI,4,2022,10,Titolare,0000494,005,RC250GP
000095,Moto3,MT Helmets – MSI,5,2022,10,Titolare,0000537,005,RC250GP
000095,Moto3,MT Helmets – MSI,6,2022,10,Titolare,0000597,005,RC250GP
000095,Moto3,MT Helmets – MSI,7,2022,10,Titolare,0000658,005,RC250GP
000095,Moto3,MT Helmets – MSI,8,2022,10,Titolare,0000726,005,RC250GP
000095,Moto3,MT Helmets – MSI,9,2022,10,Titolare,,005,RC250GP
000095,Moto3,MT Helmets – MSI,10,2022,10,Titolare,0000838,005,RC250GP
000095,Moto3,MT Helmets – MSI,11,2022,10,Titolare,0000896,005,RC250GP
000096,Moto3,QJmotor Avintia Racing Team,1,2022,18,Titolare,0000427,005,RC250GP
000096,Moto3,QJmotor Avintia Racing Team,2,2022,18,Titolare,0000397,005,RC250GP
000096,Moto3,QJmotor Avintia Racing Team,3,2022,18,Titolare,0000371,005,RC250GP
000096,Moto3,QJmotor Avintia Racing Team,4,2022,18,Titolare,0000495,005,RC250GP
000096,Moto3,QJmotor Avintia Racing Team,5,2022,18,Titolare,0000545,005,RC250GP
000096,Moto3,QJmotor Avintia Racing Team,6,2022,18,Titolare,0000598,005,RC250GP
000096,Moto3,QJmotor Avintia Racing Team,7,2022,18,Titolare,0000663,005,RC250GP
000096,Moto3,QJmotor Avintia Racing Team,8,2022,18,Titolare,0000712,005,RC250GP
000096,Moto3,QJmotor Avintia Racing Team,9,2022,18,Titolare,0000775,005,RC250GP
000096,Moto3,QJmotor Avintia Racing Team,10,2022,18,Titolare,0000851,005,RC250GP
000096,Moto3,Team Bardahl VR46 Riders Academy,14,2021,18,Wildcard,0002006,005,RC250GP
000097,Moto3,Esponsorama Racing,7,2021,22,Sostituto,0001452,005,RC250GP
000097,Moto3,Esponsorama Racing,8,2021,22,Sostituto,0001530,005,RC250GP
000097,Moto3,Esponsorama Racing,9,2021,22,Sostituto,0001611,005,RC250GP
000097,Moto3,Esponsorama Racing,11,2021,22,Sostituto,0001772,005,RC250GP
000097,Moto3,QJmotor Avintia Racing Team,1,2022,23,Titolare,0000428,005,RC250GP
000097,Moto3,QJmotor Avintia Racing Team,2,2022,23,Titolare,0000390,005,RC250GP
000097,Moto3,QJmotor Avintia Racing Team,3,2022,23,Titolare,0000364,005,RC250GP
000097,Moto3,QJmotor Avintia Racing Team,4,2022,23,Titolare,0000487,005,RC250GP
000097,Moto3,QJmotor Avintia Racing Team,5,2022,23,Titolare,0000546,005,RC250GP
000097,Moto3,QJmotor Avintia Racing Team,6,2022,23,Titolare,0000603,005,RC250GP
000097,Moto3,QJmotor Avintia Racing Team,7,2022,23,Titolare,0000660,005,RC250GP
000097,Moto3,QJmotor Avintia Racing Team,8,2022,23,Titolare,0000711,005,RC250GP
000097,Moto3,QJmotor Avintia Racing Team,9,2022,23,Titolare,0000779,005,RC250GP
000097,Moto3,QJmotor Avintia Racing Team,10,2022,23,Titolare,0000836,005,RC250GP
000097,Moto3,QJmotor Avintia Racing Team,11,2022,23,Titolare,0000910,005,RC250GP
000097,Moto3,Team Bardahl VR46 Riders Academy,6,2021,22,Wildcard,0001378,005,RC250GP
000097,Moto3,Team Bardahl VR46 Riders Academy,14,2021,22,Wildcard,0002016,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,1,2021,5,Titolare,0000961,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,1,2022,5,Titolare,0000434,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,2,2021,5,Titolare,0001047,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,2,2022,5,Titolare,0000389,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,3,2021,5,Titolare,0001126,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,3,2022,5,Titolare,0000377,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,4,2021,5,Titolare,0001219,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,4,2022,5,Titolare,0000469,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,5,2021,5,Titolare,0001305,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,5,2022,5,Titolare,0000529,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,6,2021,5,Titolare,0001360,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,6,2022,5,Titolare,0000590,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,7,2021,5,Titolare,0001443,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,7,2022,5,Titolare,0000645,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,8,2021,5,Titolare,0001538,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,8,2022,5,Titolare,0000720,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,9,2021,5,Titolare,0001615,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,9,2022,5,Titolare,0000770,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,10,2021,5,Titolare,0001678,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,10,2022,5,Titolare,0000834,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,11,2021,5,Titolare,0001755,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,11,2022,5,Titolare,0000903,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,12,2021,5,Titolare,0001831,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,13,2021,5,Titolare,0001916,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,14,2021,5,Titolare,0001993,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,15,2021,5,Titolare,0002070,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,16,2021,5,Titolare,0002146,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,17,2021,5,Titolare,0002244,005,RC250GP
000098,Moto3,Red Bull KTM Ajo,18,2021,5,Titolare,0002318,005,RC250GP
000099,Moto3,CIP Green Power,7,2021,96,Sostituto,0001454,005,RC250GP
000099,Moto3,Red Bull KTM Ajo,1,2022,96,Titolare,0000426,005,RC250GP
000099,Moto3,Red Bull KTM Ajo,2,2022,96,Titolare,0000391,005,RC250GP
000099,Moto3,Red Bull KTM Ajo,3,2022,96,Titolare,0000360,005,RC250GP
000099,Moto3,Red Bull KTM Ajo,4,2022,96,Titolare,0000492,005,RC250GP
000099,Moto3,Red Bull KTM Ajo,5,2022,96,Titolare,0000556,005,RC250GP
000099,Moto3,Red Bull KTM Ajo,6,2022,96,Titolare,0000596,005,RC250GP
000099,Moto3,Red Bull KTM Ajo,7,2022,96,Titolare,0000655,005,RC250GP
000099,Moto3,Red Bull KTM Ajo,8,2022,96,Titolare,0000727,005,RC250GP
000099,Moto3,Red Bull KTM Ajo,9,2022,96,Titolare,0000790,005,RC250GP
000099,Moto3,Red Bull KTM Ajo,10,2022,96,Titolare,0000828,005,RC250GP
000099,Moto3,Red Bull KTM Ajo,11,2022,96,Titolare,0000886,005,RC250GP
000099,Moto3,Tech3 KTM Factory Racing,16,2021,96,Sostituto,0002164,005,RC250GP
000099,Moto3,Tech3 KTM Factory Racing,17,2021,96,Sostituto,0002238,005,RC250GP
000100,Moto3,Sterilgarda Max Racing Team,1,2021,31,Titolare,0000977,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,2,2021,31,Titolare,0001064,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,3,2021,31,Titolare,0001143,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,4,2021,31,Titolare,0001222,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,5,2021,31,Titolare,0001285,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,6,2021,31,Titolare,0001384,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,7,2021,31,Titolare,0001463,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,8,2021,31,Titolare,0001543,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,9,2021,31,Titolare,0001621,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,10,2021,31,Titolare,0001684,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,11,2021,31,Titolare,0001773,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,12,2021,31,Titolare,0001844,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,13,2021,31,Titolare,0001918,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,14,2021,31,Titolare,0002008,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,15,2021,31,Titolare,0002087,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,16,2021,31,Titolare,0002157,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,17,2021,31,Titolare,0002236,008,FR250GP
000100,Moto3,Sterilgarda Max Racing Team,18,2021,31,Titolare,0002302,008,FR250GP
000100,Moto3,Tech3 KTM Factory Racing,1,2022,31,Titolare,0000424,005,RC250GP
000100,Moto3,Tech3 KTM Factory Racing,2,2022,31,Titolare,0000408,005,RC250GP
000100,Moto3,Tech3 KTM Factory Racing,3,2022,31,Titolare,0000366,005,RC250GP
000100,Moto3,Tech3 KTM Factory Racing,4,2022,31,Titolare,0000482,005,RC250GP
000100,Moto3,Tech3 KTM Factory Racing,5,2022,31,Titolare,,005,RC250GP
000100,Moto3,Tech3 KTM Factory Racing,6,2022,31,Titolare,0000613,005,RC250GP
000100,Moto3,Tech3 KTM Factory Racing,7,2022,31,Titolare,0000664,005,RC250GP
000100,Moto3,Tech3 KTM Factory Racing,8,2022,31,Titolare,0000713,005,RC250GP
000100,Moto3,Tech3 KTM Factory Racing,9,2022,31,Titolare,0000771,005,RC250GP
000100,Moto3,Tech3 KTM Factory Racing,10,2022,31,Titolare,0000830,005,RC250GP
000100,Moto3,Tech3 KTM Factory Racing,11,2022,31,Titolare,0000906,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,1,2021,53,Titolare,0000980,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,1,2022,53,Titolare,0000414,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,2,2021,53,Titolare,0001056,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,2,2022,53,Titolare,0000387,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,3,2021,53,Titolare,0001132,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,3,2022,53,Titolare,0000367,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,4,2021,53,Titolare,0001218,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,4,2022,53,Titolare,0000473,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,5,2021,53,Titolare,0001288,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,5,2022,53,Titolare,0000531,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,6,2021,53,Titolare,0001381,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,6,2022,53,Titolare,0000591,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,7,2021,53,Titolare,0001442,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,7,2022,53,Titolare,0000653,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,8,2021,53,Titolare,0001534,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,8,2022,53,Titolare,0000718,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,9,2021,53,Titolare,0001610,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,9,2022,53,Titolare,0000767,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,10,2021,53,Titolare,0001695,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,10,2022,53,Titolare,0000829,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,11,2021,53,Titolare,0001751,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,11,2022,53,Titolare,0000889,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,12,2021,53,Titolare,0001833,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,13,2021,53,Titolare,0001908,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,14,2021,53,Titolare,0002009,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,15,2021,53,Titolare,0002071,005,RC250GP
000101,Moto3,Tech3 KTM Factory Racing,18,2021,53,Titolare,0002313,005,RC250GP
000102,MotoE,Red Bull KTM Ajo,4,2021,78,Titolare,,013,Ego Corsa
000102,MotoE,Red Bull KTM Ajo,5,2021,78,Titolare,,013,Ego Corsa
000102,MotoE,Red Bull KTM Ajo,6,2022,78,Titolare,,013,Ego Corsa
000102,MotoE,Red Bull KTM Ajo,7,2021,78,Titolare,,013,Ego Corsa
000102,MotoE,Red Bull KTM Ajo,7,2022,78,Titolare,,013,Ego Corsa
000102,MotoE,Red Bull KTM Ajo,8,2022,78,Titolare,,013,Ego Corsa
000102,MotoE,Red Bull KTM Ajo,9,2021,78,Titolare,,013,Ego Corsa
000102,MotoE,Red Bull KTM Ajo,11,2021,78,Titolare,,013,Ego Corsa
000102,MotoE,Red Bull KTM Ajo,11,2022,78,Titolare,,013,Ego Corsa
000102,MotoE,Red Bull KTM Ajo,14,2021,78,Titolare,,013,Ego Corsa
000103,Moto2,Cerba Promoracing Team,13,2021,18,Wildcard,0001895,011,Kalex Moto2
000103,MotoE,Esponsorama Racing,4,2021,18,Titolare,,013,Ego Corsa
000103,MotoE,Esponsorama Racing,5,2021,18,Titolare,,013,Ego Corsa
000103,MotoE,Esponsorama Racing,7,2021,18,Titolare,,013,Ego Corsa
000103,MotoE,Esponsorama Racing,7,2022,18,Titolare,,013,Ego Corsa
000103,MotoE,Esponsorama Racing,8,2022,18,Titolare,,013,Ego Corsa
000103,MotoE,Esponsorama Racing,9,2021,18,Titolare,,013,Ego Corsa
000103,MotoE,Esponsorama Racing,11,2021,18,Titolare,,013,Ego Corsa
000103,MotoE,Esponsorama Racing,14,2021,18,Titolare,,013,Ego Corsa
000104,MotoE,Intact GP,6,2022,77,Titolare,,013,Ego Corsa
000104,MotoE,Intact GP,7,2022,77,Titolare,,013,Ego Corsa
000104,MotoE,Intact GP,8,2022,77,Titolare,,013,Ego Corsa
000104,MotoE,Intact GP,11,2022,77,Titolare,,013,Ego Corsa
000104,MotoE,Liqui Moly Intact GP,4,2021,77,Titolare,,013,Ego Corsa
000104,MotoE,Liqui Moly Intact GP,5,2021,77,Titolare,,013,Ego Corsa
000104,MotoE,Liqui Moly Intact GP,7,2021,77,Titolare,,013,Ego Corsa
000104,MotoE,Liqui Moly Intact GP,9,2021,77,Titolare,,013,Ego Corsa
000104,MotoE,Liqui Moly Intact GP,11,2021,77,Titolare,,013,Ego Corsa
000104,MotoE,Liqui Moly Intact GP,14,2021,77,Titolare,,013,Ego Corsa
000105,MotoE,Gresini Racing,6,2022,11,Titolare,,013,Ego Corsa
000105,MotoE,Gresini Racing,7,2022,11,Titolare,,013,Ego Corsa
000105,MotoE,Gresini Racing,8,2022,11,Titolare,,013,Ego Corsa
000105,MotoE,Gresini Racing,11,2022,11,Titolare,,013,Ego Corsa
000105,MotoE,Team Gresini,4,2021,11,Titolare,,013,Ego Corsa
000105,MotoE,Team Gresini,5,2021,11,Titolare,,013,Ego Corsa
000105,MotoE,Team Gresini,7,2021,11,Titolare,,013,Ego Corsa
000105,MotoE,Team Gresini,9,2021,11,Titolare,,013,Ego Corsa
000105,MotoE,Team Gresini,11,2021,11,Titolare,,013,Ego Corsa
000105,MotoE,Team Gresini,14,2021,11,Titolare,,013,Ego Corsa
000106,MotoE,Esponsorama Racing,6,2022,28,Sostituto,,013,Ego Corsa
000107,MotoE,Gresini Racing,6,2022,72,Titolare,,013,Ego Corsa
000107,MotoE,Gresini Racing,7,2022,72,Titolare,,013,Ego Corsa
000107,MotoE,Gresini Racing,8,2022,72,Titolare,,013,Ego Corsa
000107,MotoE,Gresini Racing,11,2022,72,Titolare,,013,Ego Corsa
000108,MotoE,LCR Honda,6,2022,51,Titolare,,013,Ego Corsa
000108,MotoE,LCR Honda,7,2022,51,Titolare,,013,Ego Corsa
000108,MotoE,LCR Honda,8,2022,51,Titolare,,013,Ego Corsa
000108,MotoE,LCR Honda,11,2022,51,Titolare,,013,Ego Corsa
000108,MotoE,Petronas Sprinta Racing,4,2021,51,Titolare,,013,Ego Corsa
000108,MotoE,Petronas Sprinta Racing,5,2021,51,Titolare,,013,Ego Corsa
000108,MotoE,Petronas Sprinta Racing,7,2021,51,Titolare,,013,Ego Corsa
000108,MotoE,Petronas Sprinta Racing,9,2021,51,Titolare,,013,Ego Corsa
000108,MotoE,Petronas Sprinta Racing,11,2021,51,Titolare,,013,Ego Corsa
000108,MotoE,Petronas Sprinta Racing,14,2021,51,Titolare,,013,Ego Corsa
000109,MotoE,LCR Honda,4,2021,71,Titolare,,013,Ego Corsa
000109,MotoE,LCR Honda,5,2021,71,Titolare,,013,Ego Corsa
000109,MotoE,LCR Honda,6,2022,71,Titolare,,013,Ego Corsa
000109,MotoE,LCR Honda,7,2021,71,Titolare,,013,Ego Corsa
000109,MotoE,LCR Honda,7,2022,71,Titolare,,013,Ego Corsa
000109,MotoE,LCR Honda,8,2022,71,Titolare,,013,Ego Corsa
000109,MotoE,LCR Honda,9,2021,71,Titolare,,013,Ego Corsa
000109,MotoE,LCR Honda,11,2021,71,Titolare,,013,Ego Corsa
000109,MotoE,LCR Honda,11,2022,71,Titolare,,013,Ego Corsa
000109,MotoE,LCR Honda,14,2021,71,Titolare,,013,Ego Corsa
000109,Moto2,MV Agusta Forward Racing,3,2021,77,Sostituto,0001106,012,F2
000110,MotoE,Prima Pramac Racing,6,2022,12,Titolare,,013,Ego Corsa
000110,MotoE,Prima Pramac Racing,7,2022,12,Titolare,,013,Ego Corsa
000110,MotoE,Prima Pramac Racing,8,2022,12,Titolare,,013,Ego Corsa
000110,MotoE,Prima Pramac Racing,11,2022,12,Titolare,,013,Ego Corsa
000111,MotoE,Prima Pramac Racing,6,2022,34,Titolare,,013,Ego Corsa
000111,MotoE,Prima Pramac Racing,7,2022,34,Titolare,,013,Ego Corsa
000111,MotoE,Prima Pramac Racing,8,2022,34,Titolare,,013,Ego Corsa
000111,MotoE,Prima Pramac Racing,11,2022,34,Titolare,,013,Ego Corsa
000112,MotoE,LCR Honda,4,2021,21,Titolare,,013,Ego Corsa
000112,MotoE,LCR Honda,5,2021,21,Titolare,,013,Ego Corsa
000112,MotoE,LCR Honda,7,2021,21,Titolare,,013,Ego Corsa
000112,MotoE,LCR Honda,9,2021,21,Titolare,,013,Ego Corsa
000112,MotoE,LCR Honda,11,2021,21,Titolare,,013,Ego Corsa
